tconst,averagerating_x,numvotes_x,primary_title_x,original_title_x,start_year_x,runtime_minutes_x,genres_x,Animation_x,Sport_x,Mystery_x,Action_x,Comedy_x,Documentary_x,Romance_x,News_x,War_x,Horror_x,Fantasy_x,Family_x,Music_x,Musical_x,Sci-Fi_x,History_x,Biography_x,Thriller_x,Crime_x,Adventure_x,Drama_x,id,release_date,title_x,vote_average_x,vote_count_x,Year_x,category,primary_name,birth_year,death_year,id_x,release_date_x,movie,production_budget,domestic_gross,worldwide_gross,profit,id_y,release_date_y,title_y,vote_average_y,vote_count_y,Year_y,averagerating_y,numvotes_y,primary_title_y,original_title_y,start_year_y,runtime_minutes_y,genres_y,Animation_y,Sport_y,Mystery_y,Action_y,Comedy_y,Documentary_y,Romance_y,News_y,War_y,Horror_y,Fantasy_y,Family_y,Music_y,Musical_y,Sci-Fi_y,History_y,Biography_y,Thriller_y,Crime_y,Adventure_y,Drama_y
tt1043726,4.2,50352,The Legend of Hercules,The Legend of Hercules,2014,99.0,"Action,Adventure,Fantasy",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,188207,2014-01-10,The Legend of Hercules,4.5,805,2014,writer,Sean Hood,1966.0,,42,"Jan 10, 2014",The Legend of Hercules,70000000.0,18848538.0,"$58,953,319",-51151462.0,188207,2014-01-10,The Legend of Hercules,4.5,805,2014,4.2,50352,The Legend of Hercules,The Legend of Hercules,2014,99.0,"Action,Adventure,Fantasy",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
tt1043726,4.2,50352,The Legend of Hercules,The Legend of Hercules,2014,99.0,"Action,Adventure,Fantasy",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,188207,2014-01-10,The Legend of Hercules,4.5,805,2014,writer,Daniel Giat,1955.0,,42,"Jan 10, 2014",The Legend of Hercules,70000000.0,18848538.0,"$58,953,319",-51151462.0,188207,2014-01-10,The Legend of Hercules,4.5,805,2014,4.2,50352,The Legend of Hercules,The Legend of Hercules,2014,99.0,"Action,Adventure,Fantasy",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
tt1043726,4.2,50352,The Legend of Hercules,The Legend of Hercules,2014,99.0,"Action,Adventure,Fantasy",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,188207,2014-01-10,The Legend of Hercules,4.5,805,2014,writer,Giulio Steve,,,42,"Jan 10, 2014",The Legend of Hercules,70000000.0,18848538.0,"$58,953,319",-51151462.0,188207,2014-01-10,The Legend of Hercules,4.5,805,2014,4.2,50352,The Legend of Hercules,The Legend of Hercules,2014,99.0,"Action,Adventure,Fantasy",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
tt1094666,7.0,1613,The Hammer,Hamill,2010,108.0,"Biography,Drama,Sport",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,74447,2010-10-26,The Hammer,6.5,16,2010,writer,Eben Kostbar,,,50,"Mar 21, 2008",The Hammer,850000.0,442638.0,"$442,638",-407362.0,74447,2010-10-26,The Hammer,6.5,16,2010,7.0,1613,The Hammer,Hamill,2010,108.0,"Biography,Drama,Sport",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
tt1094666,7.0,1613,The Hammer,Hamill,2010,108.0,"Biography,Drama,Sport",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,74447,2010-10-26,The Hammer,6.5,16,2010,writer,Joseph McKelheer,,,50,"Mar 21, 2008",The Hammer,850000.0,442638.0,"$442,638",-407362.0,74447,2010-10-26,The Hammer,6.5,16,2010,7.0,1613,The Hammer,Hamill,2010,108.0,"Biography,Drama,Sport",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
tt1210166,7.6,326657,Moneyball,Moneyball,2011,133.0,"Biography,Drama,Sport",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,60308,2011-09-22,Moneyball,7.1,2255,2011,writer,Aaron Sorkin,1961.0,,15,"Sep 23, 2011",Moneyball,50000000.0,75605492.0,"$111,300,835",25605492.0,60308,2011-09-22,Moneyball,7.1,2255,2011,7.6,326657,Moneyball,Moneyball,2011,133.0,"Biography,Drama,Sport",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
tt1210166,7.6,326657,Moneyball,Moneyball,2011,133.0,"Biography,Drama,Sport",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,60308,2011-09-22,Moneyball,7.1,2255,2011,writer,Steven Zaillian,1953.0,,15,"Sep 23, 2011",Moneyball,50000000.0,75605492.0,"$111,300,835",25605492.0,60308,2011-09-22,Moneyball,7.1,2255,2011,7.6,326657,Moneyball,Moneyball,2011,133.0,"Biography,Drama,Sport",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
tt1210166,7.6,326657,Moneyball,Moneyball,2011,133.0,"Biography,Drama,Sport",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,60308,2011-09-22,Moneyball,7.1,2255,2011,writer,Stan Chervin,,,15,"Sep 23, 2011",Moneyball,50000000.0,75605492.0,"$111,300,835",25605492.0,60308,2011-09-22,Moneyball,7.1,2255,2011,7.6,326657,Moneyball,Moneyball,2011,133.0,"Biography,Drama,Sport",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
tt1210166,7.6,326657,Moneyball,Moneyball,2011,133.0,"Biography,Drama,Sport",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,60308,2011-09-22,Moneyball,7.1,2255,2011,writer,Michael Lewis,1960.0,,15,"Sep 23, 2011",Moneyball,50000000.0,75605492.0,"$111,300,835",25605492.0,60308,2011-09-22,Moneyball,7.1,2255,2011,7.6,326657,Moneyball,Moneyball,2011,133.0,"Biography,Drama,Sport",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
tt1212419,6.5,87288,Hereafter,Hereafter,2010,129.0,"Drama,Fantasy,Romance",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,44603,2010-10-22,Hereafter,5.9,848,2010,writer,Peter Morgan,1963.0,,61,"Oct 15, 2010",Hereafter,50000000.0,32746941.0,"$108,660,270",-17253059.0,44603,2010-10-22,Hereafter,5.9,848,2010,6.5,87288,Hereafter,Hereafter,2010,129.0,"Drama,Fantasy,Romance",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
tt1232829,7.2,477771,21 Jump Street,21 Jump Street,2012,109.0,"Action,Comedy,Crime",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,64688,2012-03-12,21 Jump Street,6.8,6527,2012,writer,Stephen J. Cannell,1941.0,2010.0,44,"Mar 16, 2012",21 Jump Street,42000000.0,138447667.0,"$202,812,429",96447667.0,64688,2012-03-12,21 Jump Street,6.8,6527,2012,7.2,477771,21 Jump Street,21 Jump Street,2012,109.0,"Action,Comedy,Crime",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tt1232829,7.2,477771,21 Jump Street,21 Jump Street,2012,109.0,"Action,Comedy,Crime",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,64688,2012-03-12,21 Jump Street,6.8,6527,2012,writer,Patrick Hasburgh,,,44,"Mar 16, 2012",21 Jump Street,42000000.0,138447667.0,"$202,812,429",96447667.0,64688,2012-03-12,21 Jump Street,6.8,6527,2012,7.2,477771,21 Jump Street,21 Jump Street,2012,109.0,"Action,Comedy,Crime",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tt1232829,7.2,477771,21 Jump Street,21 Jump Street,2012,109.0,"Action,Comedy,Crime",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,64688,2012-03-12,21 Jump Street,6.8,6527,2012,writer,Michael Bacall,1973.0,,44,"Mar 16, 2012",21 Jump Street,42000000.0,138447667.0,"$202,812,429",96447667.0,64688,2012-03-12,21 Jump Street,6.8,6527,2012,7.2,477771,21 Jump Street,21 Jump Street,2012,109.0,"Action,Comedy,Crime",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tt1261945,4.4,69199,Sex and the City 2,Sex and the City 2,2010,146.0,"Comedy,Drama,Romance",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37786,2010-05-27,Sex and the City 2,5.9,809,2010,writer,Darren Star,1961.0,,16,"May 27, 2010",Sex and the City 2,95000000.0,95347692.0,"$294,680,778",347692.0,37786,2010-05-27,Sex and the City 2,5.9,809,2010,4.4,69199,Sex and the City 2,Sex and the City 2,2010,146.0,"Comedy,Drama,Romance",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tt1261945,4.4,69199,Sex and the City 2,Sex and the City 2,2010,146.0,"Comedy,Drama,Romance",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37786,2010-05-27,Sex and the City 2,5.9,809,2010,writer,Candace Bushnell,1958.0,,16,"May 27, 2010",Sex and the City 2,95000000.0,95347692.0,"$294,680,778",347692.0,37786,2010-05-27,Sex and the City 2,5.9,809,2010,4.4,69199,Sex and the City 2,Sex and the City 2,2010,146.0,"Comedy,Drama,Romance",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tt1270761,5.6,44490,Don't Be Afraid of the Dark,Don't Be Afraid of the Dark,2010,99.0,"Fantasy,Horror,Thriller",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,46261,2010-11-06,Don't Be Afraid of the Dark,5.5,550,2010,writer,Guillermo del Toro,1964.0,,43,"Aug 26, 2011",Don't Be Afraid of the Dark,25000000.0,24046682.0,"$39,126,427",-953318.0,46261,2010-11-06,Don't Be Afraid of the Dark,5.5,550,2010,5.6,44490,Don't Be Afraid of the Dark,Don't Be Afraid of the Dark,2010,99.0,"Fantasy,Horror,Thriller",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
tt1270761,5.6,44490,Don't Be Afraid of the Dark,Don't Be Afraid of the Dark,2010,99.0,"Fantasy,Horror,Thriller",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,46261,2010-11-06,Don't Be Afraid of the Dark,5.5,550,2010,writer,Matthew Robbins,1945.0,,43,"Aug 26, 2011",Don't Be Afraid of the Dark,25000000.0,24046682.0,"$39,126,427",-953318.0,46261,2010-11-06,Don't Be Afraid of the Dark,5.5,550,2010,5.6,44490,Don't Be Afraid of the Dark,Don't Be Afraid of the Dark,2010,99.0,"Fantasy,Horror,Thriller",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
tt1270761,5.6,44490,Don't Be Afraid of the Dark,Don't Be Afraid of the Dark,2010,99.0,"Fantasy,Horror,Thriller",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,46261,2010-11-06,Don't Be Afraid of the Dark,5.5,550,2010,writer,Nigel McKeand,,,43,"Aug 26, 2011",Don't Be Afraid of the Dark,25000000.0,24046682.0,"$39,126,427",-953318.0,46261,2010-11-06,Don't Be Afraid of the Dark,5.5,550,2010,5.6,44490,Don't Be Afraid of the Dark,Don't Be Afraid of the Dark,2010,99.0,"Fantasy,Horror,Thriller",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
tt1272886,6.1,6688,Small Apartments,Small Apartments,2012,96.0,"Comedy,Crime,Drama",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,95755,2012-03-10,Small Apartments,5.9,75,2012,writer,Chris Millis,,,90,"Feb 8, 2013",Small Apartments,2000000.0,0.0,$0,-2000000.0,95755,2012-03-10,Small Apartments,5.9,75,2012,6.1,6688,Small Apartments,Small Apartments,2012,96.0,"Comedy,Crime,Drama",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
tt1322312,6.3,54421,Going the Distance,Going the Distance,2010,102.0,"Comedy,Romance",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38073,2010-09-03,Going the Distance,6.0,394,2010,writer,Geoff LaTulippe,,,11,"Sep 3, 2010",Going the Distance,32000000.0,17804299.0,"$43,603,990",-14195701.0,38073,2010-09-03,Going the Distance,6.0,394,2010,6.3,54421,Going the Distance,Going the Distance,2010,102.0,"Comedy,Romance",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1376213,5.4,5257,The Adventurer: The Curse of the Midas Box,The Adventurer: The Curse of the Midas Box,2013,100.0,"Adventure,Family,Fantasy",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,227707,2013-12-05,The Adventurer: The Curse of the Midas Box,5.1,108,2013,writer,Matthew Huffman,1970.0,,29,"Jan 10, 2014",The Adventurer: The Curse of the Midas Box,25000000.0,0.0,$0,-25000000.0,227707,2013-12-05,The Adventurer: The Curse of the Midas Box,5.1,108,2013,5.4,5257,The Adventurer: The Curse of the Midas Box,The Adventurer: The Curse of the Midas Box,2013,100.0,"Adventure,Family,Fantasy",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
tt1376213,5.4,5257,The Adventurer: The Curse of the Midas Box,The Adventurer: The Curse of the Midas Box,2013,100.0,"Adventure,Family,Fantasy",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,227707,2013-12-05,The Adventurer: The Curse of the Midas Box,5.1,108,2013,writer,Christian Taylor,1968.0,,29,"Jan 10, 2014",The Adventurer: The Curse of the Midas Box,25000000.0,0.0,$0,-25000000.0,227707,2013-12-05,The Adventurer: The Curse of the Midas Box,5.1,108,2013,5.4,5257,The Adventurer: The Curse of the Midas Box,The Adventurer: The Curse of the Midas Box,2013,100.0,"Adventure,Family,Fantasy",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
tt1376213,5.4,5257,The Adventurer: The Curse of the Midas Box,The Adventurer: The Curse of the Midas Box,2013,100.0,"Adventure,Family,Fantasy",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,227707,2013-12-05,The Adventurer: The Curse of the Midas Box,5.1,108,2013,writer,G.P. Taylor,1961.0,,29,"Jan 10, 2014",The Adventurer: The Curse of the Midas Box,25000000.0,0.0,$0,-25000000.0,227707,2013-12-05,The Adventurer: The Curse of the Midas Box,5.1,108,2013,5.4,5257,The Adventurer: The Curse of the Midas Box,The Adventurer: The Curse of the Midas Box,2013,100.0,"Adventure,Family,Fantasy",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
tt1403981,7.1,129443,Remember Me,Remember Me,2010,113.0,"Drama,Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23169,2010-03-12,Remember Me,7.1,2079,2010,writer,Will Fetters,,,51,"Mar 12, 2010",Remember Me,16000000.0,19068240.0,"$56,506,120",3068240.0,23169,2010-03-12,Remember Me,7.1,2079,2010,7.1,129443,Remember Me,Remember Me,2010,113.0,"Drama,Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tt1499658,6.9,398695,Horrible Bosses,Horrible Bosses,2011,98.0,"Comedy,Crime",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,51540,2011-07-08,Horrible Bosses,6.5,3842,2011,writer,John Francis Daley,1985.0,,34,"Jul 8, 2011",Horrible Bosses,35000000.0,117538559.0,"$212,417,601",82538559.0,51540,2011-07-08,Horrible Bosses,6.5,3842,2011,6.9,398695,Horrible Bosses,Horrible Bosses,2011,98.0,"Comedy,Crime",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tt1499658,6.9,398695,Horrible Bosses,Horrible Bosses,2011,98.0,"Comedy,Crime",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,51540,2011-07-08,Horrible Bosses,6.5,3842,2011,writer,Jonathan Goldstein,1969.0,,34,"Jul 8, 2011",Horrible Bosses,35000000.0,117538559.0,"$212,417,601",82538559.0,51540,2011-07-08,Horrible Bosses,6.5,3842,2011,6.9,398695,Horrible Bosses,Horrible Bosses,2011,98.0,"Comedy,Crime",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tt1499658,6.9,398695,Horrible Bosses,Horrible Bosses,2011,98.0,"Comedy,Crime",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,51540,2011-07-08,Horrible Bosses,6.5,3842,2011,writer,Michael Markowitz,1961.0,,34,"Jul 8, 2011",Horrible Bosses,35000000.0,117538559.0,"$212,417,601",82538559.0,51540,2011-07-08,Horrible Bosses,6.5,3842,2011,6.9,398695,Horrible Bosses,Horrible Bosses,2011,98.0,"Comedy,Crime",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tt1535109,7.8,387402,Captain Phillips,Captain Phillips,2013,134.0,"Biography,Drama,Thriller",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,109424,2013-10-11,Captain Phillips,7.6,3909,2013,writer,Billy Ray,,,92,"Oct 11, 2013",Captain Phillips,55000000.0,107136417.0,"$220,648,184",52136417.0,109424,2013-10-11,Captain Phillips,7.6,3909,2013,7.8,387402,Captain Phillips,Captain Phillips,2013,134.0,"Biography,Drama,Thriller",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
tt1535109,7.8,387402,Captain Phillips,Captain Phillips,2013,134.0,"Biography,Drama,Thriller",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,109424,2013-10-11,Captain Phillips,7.6,3909,2013,writer,Richard Phillips,,,92,"Oct 11, 2013",Captain Phillips,55000000.0,107136417.0,"$220,648,184",52136417.0,109424,2013-10-11,Captain Phillips,7.6,3909,2013,7.8,387402,Captain Phillips,Captain Phillips,2013,134.0,"Biography,Drama,Thriller",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
tt1535109,7.8,387402,Captain Phillips,Captain Phillips,2013,134.0,"Biography,Drama,Thriller",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,109424,2013-10-11,Captain Phillips,7.6,3909,2013,writer,Stephan Talty,,,92,"Oct 11, 2013",Captain Phillips,55000000.0,107136417.0,"$220,648,184",52136417.0,109424,2013-10-11,Captain Phillips,7.6,3909,2013,7.8,387402,Captain Phillips,Captain Phillips,2013,134.0,"Biography,Drama,Thriller",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
tt1582507,5.6,66303,House at the End of the Street,House at the End of the Street,2012,101.0,"Drama,Horror,Thriller",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,82505,2012-09-21,House at the End of the Street,5.8,1033,2012,writer,David Loucka,,,73,"Sep 21, 2012",House at the End of the Street,6900000.0,31611916.0,"$44,103,982",24711916.0,82505,2012-09-21,House at the End of the Street,5.8,1033,2012,5.6,66303,House at the End of the Street,House at the End of the Street,2012,101.0,"Drama,Horror,Thriller",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
tt1582507,5.6,66303,House at the End of the Street,House at the End of the Street,2012,101.0,"Drama,Horror,Thriller",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,82505,2012-09-21,House at the End of the Street,5.8,1033,2012,writer,Jonathan Mostow,1961.0,,73,"Sep 21, 2012",House at the End of the Street,6900000.0,31611916.0,"$44,103,982",24711916.0,82505,2012-09-21,House at the End of the Street,5.8,1033,2012,5.6,66303,House at the End of the Street,House at the End of the Street,2012,101.0,"Drama,Horror,Thriller",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
tt1608290,4.7,59914,Zoolander 2,Zoolander 2,2016,101.0,Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329833,2016-02-12,Zoolander 2,4.7,1374,2016,writer,Nicholas Stoller,1976.0,,64,"Feb 12, 2016",Zoolander 2,50000000.0,28848693.0,"$55,348,693",-21151307.0,329833,2016-02-12,Zoolander 2,4.7,1374,2016,4.7,59914,Zoolander 2,Zoolander 2,2016,101.0,Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1608290,4.7,59914,Zoolander 2,Zoolander 2,2016,101.0,Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329833,2016-02-12,Zoolander 2,4.7,1374,2016,writer,Justin Theroux,1971.0,,64,"Feb 12, 2016",Zoolander 2,50000000.0,28848693.0,"$55,348,693",-21151307.0,329833,2016-02-12,Zoolander 2,4.7,1374,2016,4.7,59914,Zoolander 2,Zoolander 2,2016,101.0,Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1608290,4.7,59914,Zoolander 2,Zoolander 2,2016,101.0,Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329833,2016-02-12,Zoolander 2,4.7,1374,2016,writer,John Hamburg,1970.0,,64,"Feb 12, 2016",Zoolander 2,50000000.0,28848693.0,"$55,348,693",-21151307.0,329833,2016-02-12,Zoolander 2,4.7,1374,2016,4.7,59914,Zoolander 2,Zoolander 2,2016,101.0,Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1608290,4.7,59914,Zoolander 2,Zoolander 2,2016,101.0,Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329833,2016-02-12,Zoolander 2,4.7,1374,2016,writer,Drake Sather,1959.0,2004.0,64,"Feb 12, 2016",Zoolander 2,50000000.0,28848693.0,"$55,348,693",-21151307.0,329833,2016-02-12,Zoolander 2,4.7,1374,2016,4.7,59914,Zoolander 2,Zoolander 2,2016,101.0,Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1629757,7.2,28994,Chasing Mavericks,Chasing Mavericks,2012,116.0,"Biography,Drama,Sport",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,82684,2012-10-26,Chasing Mavericks,7.0,329,2012,writer,Kario Salem,1955.0,,67,"Oct 26, 2012",Chasing Mavericks,20000000.0,6002756.0,"$8,300,821",-13997244.0,82684,2012-10-26,Chasing Mavericks,7.0,329,2012,7.2,28994,Chasing Mavericks,Chasing Mavericks,2012,116.0,"Biography,Drama,Sport",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
tt1629757,7.2,28994,Chasing Mavericks,Chasing Mavericks,2012,116.0,"Biography,Drama,Sport",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,82684,2012-10-26,Chasing Mavericks,7.0,329,2012,writer,Jim Meenaghan,,,67,"Oct 26, 2012",Chasing Mavericks,20000000.0,6002756.0,"$8,300,821",-13997244.0,82684,2012-10-26,Chasing Mavericks,7.0,329,2012,7.2,28994,Chasing Mavericks,Chasing Mavericks,2012,116.0,"Biography,Drama,Sport",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
tt1629757,7.2,28994,Chasing Mavericks,Chasing Mavericks,2012,116.0,"Biography,Drama,Sport",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,82684,2012-10-26,Chasing Mavericks,7.0,329,2012,writer,Brandon Hooper,,,67,"Oct 26, 2012",Chasing Mavericks,20000000.0,6002756.0,"$8,300,821",-13997244.0,82684,2012-10-26,Chasing Mavericks,7.0,329,2012,7.2,28994,Chasing Mavericks,Chasing Mavericks,2012,116.0,"Biography,Drama,Sport",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
tt1640484,5.7,9089,Jumping the Broom,Jumping the Broom,2011,112.0,"Comedy,Drama",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,57119,2011-05-06,Jumping the Broom,6.0,103,2011,writer,Elizabeth Hunter,,,93,"May 6, 2011",Jumping the Broom,7000000.0,37295394.0,"$38,158,601",30295394.0,57119,2011-05-06,Jumping the Broom,6.0,103,2011,5.7,9089,Jumping the Broom,Jumping the Broom,2011,112.0,"Comedy,Drama",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tt1640484,5.7,9089,Jumping the Broom,Jumping the Broom,2011,112.0,"Comedy,Drama",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,57119,2011-05-06,Jumping the Broom,6.0,103,2011,writer,Arlene Gibbs,,,93,"May 6, 2011",Jumping the Broom,7000000.0,37295394.0,"$38,158,601",30295394.0,57119,2011-05-06,Jumping the Broom,6.0,103,2011,5.7,9089,Jumping the Broom,Jumping the Broom,2011,112.0,"Comedy,Drama",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tt1655420,7.0,79337,My Week with Marilyn,My Week with Marilyn,2011,99.0,"Biography,Drama",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,75900,2011-11-23,My Week with Marilyn,6.7,741,2011,writer,Adrian Hodges,1957.0,,22,"Nov 23, 2011",My Week with Marilyn,10000000.0,14597405.0,"$34,240,572",4597405.0,75900,2011-11-23,My Week with Marilyn,6.7,741,2011,7.0,79337,My Week with Marilyn,My Week with Marilyn,2011,99.0,"Biography,Drama",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
tt1655420,7.0,79337,My Week with Marilyn,My Week with Marilyn,2011,99.0,"Biography,Drama",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,75900,2011-11-23,My Week with Marilyn,6.7,741,2011,writer,Colin Clark,1932.0,2002.0,22,"Nov 23, 2011",My Week with Marilyn,10000000.0,14597405.0,"$34,240,572",4597405.0,75900,2011-11-23,My Week with Marilyn,6.7,741,2011,7.0,79337,My Week with Marilyn,My Week with Marilyn,2011,99.0,"Biography,Drama",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
tt1663202,8.0,621193,The Revenant,The Revenant,2015,156.0,"Action,Adventure,Biography",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,281957,2015-12-25,The Revenant,7.4,11064,2015,writer,Mark L. Smith,,,27,"Dec 25, 2015",The Revenant,135000000.0,183637894.0,"$532,938,302",48637894.0,281957,2015-12-25,The Revenant,7.4,11064,2015,8.0,621193,The Revenant,The Revenant,2015,156.0,"Action,Adventure,Biography",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
